Statement,Label,cleaned_text
Graduation and third-grade reading scores are up in the state since I took office.,True,graduat thirdgrad read score state sinc took offic
"At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined.",True,nearli million peopl popul florida larger earlier primari caucu state combin
"For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.",False,everi one esd superintend posit pay three speech pathologist three special need instructor three classroom teacher
75 percent of the (air traffic control) towers the Obama Administration is closing are located in Republican Congressional Districts.,False,percent air traffic control tower obama administr close locat republican congression district
"Says Apple products are currently 90 percent conflict-free, and Intel is 100 percent conflict-free.",False,say appl product current percent conflictfre intel percent conflictfre
"Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.",True,crimea becam part ukrain crimea histor part russia nikita khrushchev gave ukrain gestur mystifi peopl
"Says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.",False,say fiduciari respons busi famili employe pay tax legal requir
The federal government could save $500 million annually by circulating $1 coins instead of $1 bills.,True,feder govern could save million annual circul coin instead bill
"During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.",True,hous crisi catherin cortez masto gave sweetheart contract worth million dc law firm donat thousand polit campaign
"Rick Scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",True,rick scott forc resign head compani pled guilti massiv amount systemat fraud includ feloni lead histor billion fine
Says the federal government restricts how much salt we can put on our food.,False,say feder govern restrict much salt put food
"During the lead-up to the American Revolutionary War, some guy in Boston got his head blown off because he tried to secretly raise the tax on tea.",False,leadup american revolutionari war guy boston got head blown tri secretli rais tax tea
Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.,True,propos nclaw bodi camera footag give polic broad author keep video footag secret even individu film
"The wages of about 60,562 state and local government employees would be affected if the minimum wage is increased to $10.10 in Georgia, for a combined cost to taxpayers of more than $164 million annually.",True,wage state local govern employe would affect minimum wage increas georgia combin cost taxpay million annual
"It doesn't make sense ""historically"" to drop out because the 1968 race was still competitive when ""Bobby Kennedy was assassinated in June in California.""",False,doesnt make sens histor drop race still competit bobbi kennedi assassin june california
Says he couldnt keep a 42-inch redfish he caught because of fishing rules.,True,say couldnt keep inch redfish caught fish rule
"Says opponent Kathie Tovo believes that Austin invests too much in the cops, firefighters and paramedics that protect our families and neighborhoods.",True,say oppon kathi tovo believ austin invest much cop firefight paramed protect famili neighborhood
"Newt Gingrich was fined $300,000 for ethics violations.",True,newt gingrich fine ethic violat
"The entirety of North America -- Canada, the United States and Mexico -- theres more known reserves in those three countries than in Russia and Saudi Arabia.",False,entireti north america canada unit state mexico there known reserv three countri russia saudi arabia
On the accuracy of state jobs numbers.,False,accuraci state job number
Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.,True,right percent health insur cover that highest weve ever countri
Roy Barnes proclaimed Mexican workers good for Georgia.,True,roy barn proclaim mexican worker good georgia
Says India gained jobs thanks to Romney.,True,say india gain job thank romney
Only 20 percent of Americans admit to being Republicans anymore.,True,percent american admit republican anymor
"Its costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.",False,cost everi american insur pick cost uncompens care goe emerg room
The No. 1 cause of death for African-American males15-34 is murder.,True,caus death africanamerican male murder
The United States has the highest incarceration rate in the world.,True,unit state highest incarcer rate world
The national debt is on track to double during Obamas presidency.,True,nation debt track doubl obama presid
I've traveled the country advocating for the FairTax ...,False,ive travel countri advoc fairtax
"Says under Mitt Romney, Massachusetts was 47th in job creation.",True,say mitt romney massachusett th job creation
Says Deborah Ross supports the Iran nuclear deal and the ransom it paid for hostages.,True,say deborah ross support iran nuclear deal ransom paid hostag
Says Ron Johnson has essentially done nothing to fight heroin addiction and opioid abuse.,False,say ron johnson essenti done noth fight heroin addict opioid abus
"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",True,virginia name best manag state best state busi best state torais child governor
The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax.,False,year anybodi ever seen donald trump tax return show didnt pay feder incom tax
Says U.S. House candidate Carlos Curbelo supported raising flood insurance rates.,False,say us hous candid carlo curbelo support rais flood insur rate
Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.,False,say plan parenthood chapter sell bodi part abort fetus profit
"For middle-class families under the Baucus plan, 13 percent of what they make could be deducted directly from their paychecks . . . the so-called Max Tax.",True,middleclass famili baucu plan percent make could deduct directli paycheck socal max tax
The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.,True,new st state senat district creat secret van wanggaard drawn within half block hous
Says unemployment tripled in Dane County due to Kathleen Falks tax policies,True,say unemploy tripl dane counti due kathleen falk tax polici
"Rhode Islands voter identification law was pushed by a black Democrat in the House, a black Democrat in the Senate. Thats a fact.",True,rhode island voter identif law push black democrat hous black democrat senat that fact
"Jeff Greene only moved from California to Florida in the last two years. In fact, he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement.",True,jeff green move california florida last two year fact would legal allow run statewid offic live long enough meet resid requir
"President Obama has increased the federal workforce 192,000 individuals -- about 10 percent since hes taken office -- while weve lost 2 million jobs.",True,presid obama increas feder workforc individu percent sinc he taken offic weve lost million job
"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.",True,say alison lundergan grime support obamacar cut billion senior medicar
We borrow money from the Chinese to buy oil from the Saudis.,True,borrow money chines buy oil saudi
"Obamacare will provide coverage for abortions, despite the presidents commitment that it would not.",True,obamacar provid coverag abort despit presid commit would
Handel endorsed gay adoption in 2003 when she was running for chairwoman of the Fulton County Commission.,False,handel endors gay adopt run chairwoman fulton counti commiss
I did not support the war in Iraq The record shows that Im right.,False,support war iraq record show im right
Wendy Davis is the most popular politician in Texas.,False,wendi davi popular politician texa
President Barack Obama met with Iranian president Hassan Rouhani.,False,presid barack obama met iranian presid hassan rouhani
"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa.""",True,church barack obama belong nonnegoti commit africa
Says he voted to remove Common Core from our schools.,False,say vote remov common core school
Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported.,False,terri mcauliff threaten shut virginia govern budget plan isnt support
"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.",True,shed job year manufactur ad job past three
At least 10 ISIS fighters have been caught coming across the Mexican border in Texas and there are dozens more that did not get caught by the Border Patrol.,False,least isi fighter caught come across mexican border texa dozen get caught border patrol
Less than half of jobs at the Carrier manufacturing plant in Indiana are actually staying.,True,less half job carrier manufactur plant indiana actual stay
"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",True,fiftyon percent major american household paid incom tax zero zip nada
Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare.,False,say major leader eric cantor call abolish social secur medicar
I never said that Muslims would be subject to profiling under his policies.,False,never said muslim would subject profil polici
The majority of teams (are) now spending their dollars on the offensive side of the football.,True,major team spend dollar offens side footbal
"Members of Congress ""have not reduced their salaries ... since the Great Depression,"" meaning they've gone ""eight decades without a pay cut.""",True,member congress reduc salari sinc great depress mean theyv gone eight decad without pay cut
Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class.,False,say five studi show tax plan cut rate still bring revenu without rais tax middl class
"Last week Senator Obama's running mate said, get this, 'Raising taxes is patriotic.' ",False,last week senat obama run mate said get rais tax patriot
"Today, American companies have nearly $2 trillion sitting on their balance sheets.",True,today american compani nearli trillion sit balanc sheet
"Says 31 percent of Texas physicians accept all new Medicaid patients, down from 67 percent in 2000.",True,say percent texa physician accept new medicaid patient percent
Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion.,False,say plan parenthood ceo cecil richard forc conced percent plan parenthood revenu abort
Georgia spends fewer tourism advertising dollars than any other state in the South.,True,georgia spend fewer tourism advertis dollar state south
Obama admits he is not a citizen.,False,obama admit citizen
"Under Lee Fisher Ohio has lost nearly 400,000 jobs.",True,lee fisher ohio lost nearli job
The name Frank has risen in popularity by 20 percent since the debut of House of Cardson Netflix.,False,name frank risen popular percent sinc debut hous cardson netflix
Slavery is still allowable under Wisconsin law as long as its a punishment for a crime.,True,slaveri still allow wisconsin law long punish crime
President Barack Obama has the power to stop deportation for all undocumented immigrants in this country.,False,presid barack obama power stop deport undocu immigr countri
Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,True,foreign compani unit state significantli higher union rate compani overal
Says some Georgians can get health insurance for $105 a month.,True,say georgian get health insur month
"Says 1,000 World War II veterans die every day.",True,say world war ii veteran die everi day
"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.",True,feder offici declar grant fund could use milwauke streetcar project mean isnt possibl redirect money mode public transport public school
"The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.",True,john mccain twitter account million follow offici white hous twitter account
Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011.,True,ohio plan parenthood oper receiv million taxpay dollar via feder grant
Says President Obamas deal allows Iran to produce a nuclear weapon.,False,say presid obama deal allow iran produc nuclear weapon
"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",False,stimulu bill includ sculptur garden miami
Thomas Jefferson expressed strong support for a balanced budget amendment in 1798.,True,thoma jefferson express strong support balanc budget amend
"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.",True,say marco rubio went univis spanish promis would first day offic rescind presid obama illeg execut action
"Under President Obama, U.S. security funding for Israel is at an all-time high.",True,presid obama us secur fund israel alltim high
Says state Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.,False,say state rep sandi pasch noth stop peopl scam wisconsin share childcar subsidi program vote fund fraud investig
The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.,True,top onetenth percent own almost much wealth bottom percent
"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""",False,unit state first creat feder incom tax frankli nobodi million dollar year paid anyth
Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,True,say milwauke counti park director sue black receiv pay rais five year
"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, You took it out of your book.",False,say romney wrote first edit book health care plan expand nationwid took book
Says Gov. John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash.,False,say gov john kasich impli portion worker compens rebat employ direct back form campaign cash
We have over 300 state agencies. Forty-five of those agencies are related to health care.,False,state agenc fortyf agenc relat health care
"Says Rep. Bruce Braley, D-Iowa, missed 79 percent of veterans affairs committee hearings.",True,say rep bruce braley diowa miss percent veteran affair committe hear
NASCAR endorsed Trump,True,nascar endors trump
Abraham Lincoln visited and some say even danced in (the Ohio Senate) chamber.,True,abraham lincoln visit say even danc ohio senat chamber
The premiums on Medicares prescription drug program have fallen almost every year since it began.,False,premium medicar prescript drug program fallen almost everi year sinc began
"When Mitt Romney was governor of Massachusetts, he stood in front of a coal plant and pointed at it and said, This plant kills.",True,mitt romney governor massachusett stood front coal plant point said plant kill
"The Central Falls School system spent $100,000 on a time clock.",False,central fall school system spent time clock
"As the CEO of eBay, ""Whitman started a separate division that only sells porn.""",True,ceo ebay whitman start separ divis sell porn
"If the mayor were really serious about supporting Phillys schoolchildren and handling our citys looming fiscal crisis, he could begin by slashing the size of his own administration, which is already 45 percent larger than his predecessors and 40 percent more costly.",True,mayor realli seriou support philli schoolchildren handl citi loom fiscal crisi could begin slash size administr alreadi percent larger predecessor percent costli
The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.,True,top th percent today america own almost much wealth bottom percent
75 percent of the jobs created in the state of Ohio are created in small business. They are not created by huge corporations and those who are very wealthy.,True,percent job creat state ohio creat small busi creat huge corpor wealthi
Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.,False,barn oppos creation hope scholarship campaign zell miller issu
Says Donald Trumps Make America Great Againhats were made in China.,False,say donald trump make america great againhat made china
On changing the rules governing judicial conflicts of interest,True,chang rule govern judici conflict interest
No other Northeastern state has passed a photo ID law,True,northeastern state pass photo id law
Says government is a barrier to innovation and development.,False,say govern barrier innov develop
We have a 40 to 50 percent dropout rate in our inner-city schools.,False,percent dropout rate innerc school
"The law says ... when a police officer stops you, do whatever he says and then deal with it later.",False,law say polic offic stop whatev say deal later
Jim Renacci cheated on his income taxes and is a deadbeat citizen.,True,jim renacci cheat incom tax deadbeat citizen
Says Gov. Rick Perry was for Wall Street bailout before he was against it.,True,say gov rick perri wall street bailout
The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.,False,nation rifl associ found religi leader want protect freed slave ku klux klan
It is legal in Ohio to fire an employee or evict a tenant just for being gay.,True,legal ohio fire employe evict tenant gay
"Says his hometown of Paint Creek, Texas, doesnt even have a ZIP code.",False,say hometown paint creek texa doesnt even zip code
Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,True,uber rideshar firm requir carri auto insur georgia law
"Says Hillary Clinton believes that all abortions should be legal, even on the due date of that unborn child.",False,say hillari clinton believ abort legal even due date unborn child
"The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.",False,great recess emerg larg part tax polici slash tax wealthi fail invest middl class took eye wall street creat perfect storm
"More than once, Ive actually had a conversation with the protesters on substance.",True,ive actual convers protest substanc
And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.,False,jerseycomeback keep roll thank govchristi nj lowest corrupt risk state
"Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely, intellectually dishonest. Governor Romney did not raise one tax in doing what he did.",False,say attempt tri compar massachusett health care law feder health care law complet intellectu dishonest governor romney rais one tax
"Since 2007 David Jolly has given almost $30,000 to keep Democrats in Congress!",True,sinc david jolli given almost keep democrat congress
Passage of a referendum on an aquarium for Clearwater means NO future funding for our neighborhoods.,False,passag referendum aquarium clearwat mean futur fund neighborhood
Says Texas ranks 44th nationally in education funding per pupil.,True,say texa rank th nation educ fund per pupil
Health insurance is more expensive in Massachusetts than anywhere else in the country.,True,health insur expens massachusett anywher els countri
"In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.",True,two year gov mcauliff veto bill previou three governor issu fouryear term
Everything I have said (on the campaign trail) has been factually accurate.,False,everyth said campaign trail factual accur
"When Honduran children came into this country, Secretary Clinton said send them back.",True,honduran children came countri secretari clinton said send back
Says Jeb Bush said low-income women should get their life together and find a husband.,True,say jeb bush said lowincom women get life togeth find husband
Only about 6.8 percent of the (stimulus) money has actually been spent.,True,percent stimulu money actual spent
10 cents on thedollar from the Clinton Foundation goes to charitable causes.,False,cent thedollar clinton foundat goe charit caus
President Obama told people to skip coming here (Las Vegas) for conventions and meetings.,False,presid obama told peopl skip come la vega convent meet
Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy.,False,say john boehner admit go differ weve return fail econom polici wreck economi
Newark is now home to one-third of all commercial and multi-family development.,True,newark home onethird commerci multifamili develop
Says Debbie Wasserman Schultz voted repeatedly to send terminally ill patients to prison.,False,say debbi wasserman schultz vote repeatedli send termin ill patient prison
The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.,False,rightw extremist tri take seat push antichoic antiequ agenda state hous
We have 50 state lobbyists that just lobby the Legislature for money every year.,True,state lobbyist lobbi legislatur money everi year
"In Atlanta, since 1994 when the Seven Deadly Sins (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.",True,atlanta sinc seven deadli sin mandatori minimum sentenc took effect violent crime rate drop percent
"Because of Jim Whelan, the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up.",True,jim whelan decad sinc popul atlant citi actual went
Says TriMets own analysis shows that YouthPass does not actually add to the transit agencys costs.,True,say trimet analysi show youthpass actual add transit agenc cost
"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours.""",False,john mccain offer billion tax break oil drug compani almost noth famili like
We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.,True,adopt modern social secur system time averag person die old enough get social secur
We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.,True,come th anniversari elect republican unit state senat last time new jersey sent republican unit state senat
"Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.",False,sen sherrod brown vote help pass barack obama jobkil health care law slap small busi throughout ohio billion tax increas
"President Obamas budget would call for about $25 trillion in debt by the end of his term, if he was re-elected.",False,presid obama budget would call trillion debt end term reelect
We know that Sunday mornings have usually been given over to conservative white men.,False,know sunday morn usual given conserv white men
"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.",False,rob cornil endors local mayor includ independ democrat republican
Delta has had the most animal deaths among U.S. carriers in the past five years,True,delta anim death among us carrier past five year
Republican candidate for governor Karen Handel has run a 100 percent negative campaign.,True,republican candid governor karen handel run percent neg campaign
Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidation,False,attorney gener eric holder involv dismiss crimin charg new black panther parti voter intimid
"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",True,say state share texa public educ spend increas percent past decad reach billion
"In Richmond, Va., theres more moving vans coming in than going out.",True,richmond va there move van come go
Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.,False,gov chri christi owe state money amen like extra gorgonzola chees staff trip
I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.,False,im glad word ethic report corporatesponsor congression trip clearli word exoner
"Paul Ryans Medicare plan could raise future retirees costs more than $6,000.",True,paul ryan medicar plan could rais futur retire cost
"On tax inversions, the Wall Street Journalsurprisingly attacked this tax scheme.",False,tax invers wall street journalsurprisingli attack tax scheme
Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office.,True,say stefani carter repeatedli use campaign contributor donat rent margarita machin state hous offic
You may have driven the length of a football field in the five seconds it takes to check a text.,True,may driven length footbal field five second take check text
I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.,False,introduc bill wouldv help stop multimilliondollar bonu packag ceo grab way mccain oppos idea
"There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for.",False,nearli regist sex offend across countri one time unaccount
The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons.,False,govern made accommod fort hood shooter let grow beard religi reason
"Says under the Affordable Care Act, New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014.",False,say afford care act new jersey new medicaid enrolle wont qualifi match feder fund simpli ad onto roll
"Says the Obama administration watered down sanctions against Iran, delayed them and tried to stop Congress from putting the tough sanctions in place.",False,say obama administr water sanction iran delay tri stop congress put tough sanction place
Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,True,say central texa river water sent downstream rice farmer equal three year worth austin water use
Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,False,wisconsin one state countri current requir photograph identif vote
"These 60 acres (the Atlanta Braves want to build a stadium on) have produced zero SPLOST money for parks and recreation, have produced zero money for education.",True,acr atlanta brave want build stadium produc zero splost money park recreat produc zero money educ
You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,False,learn donald trump go feder elect see financi disclosur form look tax return
Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.,True,cuyahoga counti pass program guarante colleg save account everi singl child enter kindergarten counti first counti unit state
"Over half of the young people in medical, dental and law schools are women.",False,half young peopl medic dental law school women
Ken Block supports Obamacare.,False,ken block support obamacar
Says Hillary Clinton wants to have open borders.,False,say hillari clinton want open border
GOP candidate for governor Nathan Deal is a former Clinton Democrat.,False,gop candid governor nathan deal former clinton democrat
My opponent promises to bring back old jobs by wishing away the global economy.,False,oppon promis bring back old job wish away global economi
Kelly Ayotte has voted four times against the federal Paycheck Fairness Act.,True,kelli ayott vote four time feder paycheck fair act
One out of every four homeless people on our streets is a veteran.,True,one everi four homeless peopl street veteran
"Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts",True,legal sign recal petit gov scott walker even alreadi sign anoth recal petit one signatur count
"Education funding of $7,176 per student is a historic level.",True,educ fund per student histor level
I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.,False,cosponsor rebuild america job act transport infrastructur
"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",False,say new report prove stimulu support nj democrat cost per job
Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.,False,say absurd say there enough data establish link play footbal chronic traumat encephalopathi
The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.,False,wive hijack knew exactli happen went back saudi arabia two day attack watch husband televis fli plane
Says Jill McCabe supports late term abortions. Larger baby parts are more profitable.,False,say jill mccabe support late term abort larger babi part profit
"Says U.S. Rep. Nancy Pelosi said, Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.",False,say us rep nanci pelosi said employ cut hour good thing give person time pursu dream passion
Florida has a law like (Indianas Religious Freedom Restoration Act).,True,florida law like indiana religi freedom restor act
The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things Ive said publicly all along about the Wisconsin budget debate.,False,thing said prank call blogger pose gop contributor david koch thing ive said publicli along wisconsin budget debat
Say photographs of Hillary Clinton at the debate show what could be an earpiece.,False,say photograph hillari clinton debat show could earpiec
Says Joe Biden went to China and said that he sympathized and wouldnt second-guess their one-child policy of forced abortions and sterilizations.,False,say joe biden went china said sympath wouldnt secondguess onechild polici forc abort steril
On whether to seat Roland Burris as the new senator from Illinois.,False,whether seat roland burri new senat illinoi
2014 Federal Tax Refunds To Be Delayed Until October 2015.,False,feder tax refund delay octob
Forty-five states allow open carry of firearms.,True,fortyf state allow open carri firearm
"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.""",False,obama remain silent never ask feel church honor farrakhan
"When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, were building a wall and were deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.",True,donald trump spoke phoenix look audienc eye said build wall deport everybodi said quot gone gone one one go tape see donald trump said
"John Edwards never -- has ever from the beginning of his political career has never taken PAC money or the money of Washington lobbyists. Ever. -Joe Trippi, senior campaign adviser",True,john edward never ever begin polit career never taken pac money money washington lobbyist ever joe trippi senior campaign advis
"When Jeb (Bush) was governor, his first four years as governor, his Medicaid program grew twice as fast as mine.",True,jeb bush governor first four year governor medicaid program grew twice fast mine
The University of Wisconsin System had a jobs-for-life tenure program for professors.,True,univers wisconsin system jobsforlif tenur program professor
"Unemployment among Oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011, while the U.S. average increased only 30 percent.",True,unemploy among oregon high school graduat age increas percent us averag increas percent
"Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''	health-care	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Fox News Sunday interview
9874.json	false	Obamacare cuts seniors Medicare.	health-care,medicare	ed-gillespie	Republican strategist	Washington, D.C.	republican	2	3	2	2	1	a campaign email.
3072.json	true	The refusal of many federal employees to fly coach costs taxpayers $146 million annually.	government-efficiency,transparency	newsmax	Magazine and website	Florida	none	0	0	0	1	0	an e-mail solicitation
2436.json	true	Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade.	education	alex-sink		Florida	democrat	1	2	2	4	0	figures cites on campaign website
9721.json	true	Milwaukee County Sheriff David A. Clarke Jr. advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option.	crime,criminal-justice,guns,legal-issues	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a campaign TV ad
3627.json	false	Almost 37 percent of the total income from Planned Parenthood is from abortions.	abortion	ronald-renuart	State Representative	Florida	republican	0	1	0	0	0	comments during a committee hearing
11900.json	true	The United States has the highest rate of childhood poverty of almost any major country on Earth.	children,poverty	bernie-s	U.S. Senator	Vermont	independent	18	12	22	41	0	comments during the PBS Democratic debate
4611.json	true	Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI drivers license.	civil-rights,homeland-security,immigration,public-safety,transportation,workers	david-quiroa	prresident, Guatemalan-American Alliance of Rhode Island	Rhode Island	newsmaker	0	0	0	0	0	a news release
3168.json	false	Illegal aliens cost the state of Rhode Island $400 million a year.	census,crime,education,health-care,immigration,state-budget,taxes	terry-gorman	President, Rhode Islanders for Immigration Law Enforcement	Rhode Island	newsmaker	1	0	0	0	1	a radio interview
6832.json	false	Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid.	congressional-rules,federal-budget,military	wayne-powell	lawyer	Virginia	democrat	1	1	0	0	1	a debate.
5893.json	true	If Congress froze the current spending level and then cut it by 2 percent annually, we could balance the budget in five years.	deficit,federal-budget	jamie-radtke		Virginia	republican	1	1	1	2	0	a statement
3304.json	true	Every (Wisconsin) legislator that votes for this bill will have to give up the same amount of pay as other state employees.	labor,state-budget	jeff-fitzgerald	Incoming speaker of state Assembly	Wisconsin	republican	2	0	1	2	2	an interview on the Fox News Channel
1638.json	true	Marco Rubio controlled funds that out of the $600,000 that were raised, only $4,000 went to candidates to try to improve their chances to be elected to office.""",True,hospit doctor mri surgeri forth extens use far expens countri mani countri healthcar mittromney former governor massachusett republican fox news sunday interview json fals obamacar cut senior medicar healthcaremedicar edgillespi republican strategist washington dc republican campaign email json true refus mani feder employe fli coach cost taxpay million annual governmentefficiencytranspar newsmax magazin websit florida none email solicit json true florida spend million year children repeat prek rd grade educ alexsink florida democrat figur cite campaign websit json true milwauke counti sheriff david clark jr advis citizen point barrel center mass pull trigger best option crimecriminaljusticegunslegalissu greaterwisconsinpoliticalfund wisconsin none campaign tv ad json fals almost percent total incom plan parenthood abort abort ronaldrenuart state repres florida republican comment committe hear json true unit state highest rate childhood poverti almost major countri earth childrenpoverti berni us senat vermont independ comment pb democrat debat json true governor almond ri dmv program allow undocu peopl use person tax identif number appli receiv ri driver licens civilrightshomelandsecurityimmigrationpublicsafetytransportationwork davidquiroa prresid guatemalanamerican allianc rhode island rhode island newsmak news releas json fals illeg alien cost state rhode island million year censuscrimeeducationhealthcareimmigrationstatebudgettax terrygorman presid rhode island immigr law enforc rhode island newsmak radio interview json fals say eric cantor vote assur congress would paid govern shut guarante troop would paid congressionalrulesfederalbudgetmilitari waynepowel lawyer virginia democrat debat json true congress froze current spend level cut percent annual could balanc budget five year deficitfederalbudget jamieradtk virginia republican statement json true everi wisconsin legisl vote bill give amount pay state employe laborstatebudget jefffitzgerald incom speaker state assembl wisconsin republican interview fox news channel json true marco rubio control fund rais went candid tri improv chanc elect offic
Says Hillary Clintons campaign hasnt been clear about when she wiped herserverof her work emails.,True,say hillari clinton campaign hasnt clear wipe herserverof work email
Says Rep. Jon Runyan voted to redefine rape.,False,say rep jon runyan vote redefin rape
Ted Cruz is mathematically out of winning the race.,True,ted cruz mathemat win race
John Paul Stevens is the only Protestant on the U.S. Supreme Court.,True,john paul steven protest us suprem court
Eighty percent of the antibiotics in this country are fed to livestock.,True,eighti percent antibiot countri fed livestock
"This year, Eric Cantor has received more money from oil companies than any other member of Congress.",False,year eric cantor receiv money oil compani member congress
